zernike_0,zernike_1,zernike_2,zernike_3,zernike_4,zernike_5,zernike_6,zernike_7,zernike_8,zernike_9,zernike_10,zernike_11,zernike_12,zernike_13,zernike_14,zernike_15,zernike_16,zernike_17,zernike_18,zernike_19,zernike_20,zernike_21,zernike_22,zernike_23,zernike_24,etiqueta
0.31830988618379064,0.019964640866390854,0.008428124982802833,0.0035084198751295643,0.006041304060427347,0.004345699234464857,0.005368119283346529,0.008203045818386044,0.0039238357854993145,0.004913155433038318,0.010396468952408837,0.007889088518662985,0.006314854512249377,0.007778476613659627,0.005696715364528199,0.00431118851833735,0.005359294626715617,0.014162696749342216,0.012438368257401635,0.006379912122404944,0.006464047293275929,0.010032643518813708,0.007315558021571788,0.00389942792230911,0.009721292859496966,2
0.31830988618379114,0.016410929331132744,0.015963613904447383,0.009371557527442287,0.013389506212598325,0.013490287225227974,0.0038422054329597054,0.012564963424062398,0.006039770833590187,0.010321224106298807,0.012299190606949865,0.020297768193380628,0.0005093184647784988,0.01875335473125449,0.022373384811155715,0.022662057961495525,0.013980223059926368,0.017157439018331756,0.012717196755537834,0.01823965910743905,0.001477964441813659,0.0037442034985110144,0.00669862956066256,0.019625512326705844,0.01962298905201668,1
0.3183098861837891,0.035479815394878836,0.016418956950905547,0.02099179942153986,0.01190375794454388,0.011144447174026264,0.003937525108286999,0.005253269094884028,0.004502124745527341,0.010388912702203018,0.005569688407586538,0.011743280046328849,0.0009191359482475232,0.008198506218882549,0.0035540047851144296,0.008526741147389221,0.011467191479042139,0.007352007167910168,0.01599287526825421,0.019323611180165533,0.0027775313211505152,0.012744467367523911,0.0033100178447049004,0.01075808363502214,0.007741922027712985,1
0.3183098861837909,0.0330961262931265,0.031105372582939127,0.023237163188913765,0.026305842248026762,0.012670613770878908,0.002246490764761619,0.022123356672513105,0.014730024871571414,0.03003154411754041,0.015874408912276868,0.015066985643792429,0.0024666579333958234,0.01684000448883759,0.020296736543407117,0.02036240831642266,0.02474831597954112,0.008558047734057711,0.03085200347739236,0.010895107999295767,0.012087379075779767,0.013799440054926835,0.009696100769017335,0.013259703039836136,0.007015090116387171,1
0.31830988618379047,0.0009911739966896279,0.034622270665841434,0.04029847409609588,0.021055447422322585,0.04151029409688241,0.005218537028215069,0.020994054372794717,0.02772126119499285,0.005634141497695909,0.005102940921395294,0.025863752404146168,0.022690927634613646,0.0066428495549554,0.014450448698360414,0.010643785141439368,0.0017669032720478042,0.014683207749783033,0.028857156555849486,0.029968770754951454,0.002848568380578895,0.01479465223189546,0.007506291396452953,0.00859127070164599,0.0030036735951751072,1
0.31830988618379114,0.09731875647174884,0.0975339041341429,0.06421030700761284,0.09858287549370894,0.09176885460705266,0.0004009165870622587,0.027809899395476786,0.0529876042008288,0.023632651845380926,0.013487645173037409,0.039456025523797636,0.005471353711875078,0.01944824737974798,0.015177368726730216,0.011535002183350948,0.02947623450014656,0.02708988072551326,0.028954196277780887,0.03918204599630762,0.0028209978094621635,0.019486312771179598,0.010987857293128093,0.019967161279260185,0.019240552444279992,1
0.3183098861837903,0.02951031240844946,0.03973081057791919,0.036888588207033154,0.009190470625240066,0.011854905981512018,0.00046167219021027304,0.007372287085818023,0.008140788461435887,0.004927812646443681,0.019177878754944398,0.004911270730816348,2.1136281088663378e-05,0.008299852529286163,0.01608904197086816,0.005624335244100739,0.011481117780304926,0.015572852525158443,0.01334262501896596,0.009141188089173358,0.01812918924733711,0.008618916483871102,0.009982119346250998,0.01598574582652958,0.019206459884311928,2
0.31830988618379125,0.10535237530247378,0.01711204784931859,0.05912156345760777,0.009180273085507597,0.01935123464709953,0.014836861876753558,0.019174722060298636,0.013110436500637767,0.020559966063029452,0.016965403797209566,0.013284980281995689,0.008916193601423547,0.008834680782862576,0.016124849037040454,0.01315596426845643,0.017036187769451427,0.012747931963826807,0.020061781104564243,0.014041654023326036,0.011710856333770888,0.006774814240242401,0.011635745582044783,0.021827327039996278,0.0135881153353195,3
0.3183098861837901,0.06623740927325941,0.007303391494570591,0.006163543591784589,0.009301685319597333,0.02123694076033396,0.003087974424678985,0.004222394519393001,0.00803851762665149,0.022681632384793888,0.008937412077384623,0.019854389225173734,0.0008243134383027927,0.009146335548039135,0.008840916748689606,0.004861707030221828,0.009032117787682913,0.006102758011849633,0.0117018058110371,0.020670463176792903,0.005925011751465866,0.013481295715668,0.0115583582747989,0.008561825433915947,0.015694036935984815,1
0.3183098861837909,0.057567578046766314,0.03337907745553085,0.007718479997971189,0.008326554579384898,0.02250243781099118,0.008951287089232226,0.028068657294915526,0.01617954428809819,0.0037881739951439414,0.010076378697162422,0.02397627556973129,0.022236219525576785,0.011024343148002724,0.017423727677025033,0.02007541316084817,0.005585577429971291,0.017784240818700985,0.016979798661270824,0.00880985454363461,0.006851641246794254,0.0072433369647367475,0.007981533782099072,0.022789722347443114,0.015163384524835774,2
0.31830988618379036,0.023328289091894685,0.012888837384867525,0.01504980093079468,0.007164690969257201,0.011404941335836515,0.01516646954096005,0.0156587431222202,0.014859993059370953,0.004466086443121804,0.009142276892355758,0.012641405198562362,0.006558519936482814,0.012368034505715145,0.008669395283980077,0.007465078515370099,0.008353138850399918,0.018318010436511316,0.007201874441488995,0.008881916417009585,0.0009720955209182027,0.009880318745031515,0.013762028991791934,0.005205924254800231,0.005007560100161133,1
0.3183098861837903,0.008488147575254958,0.011772842199725133,0.007089445109056803,0.008723300875375485,0.00964835516962717,0.006978483641330479,0.004181607400403806,0.009469654807676591,0.004728019675392356,0.009068900628085146,0.008262271955784722,0.0009107843957462448,0.005384678567141648,0.0013565409091480906,0.004711807225803016,0.0030392713374948243,0.012210805402714986,0.016685760247569455,0.004200172263564282,0.0027286774687212433,0.008750450008895242,0.005648688323875175,0.004834182518747775,0.01474513263718259,3
0.31830988618378997,0.08445046614114307,0.049857904096163565,0.01280653885995701,0.02235161619787998,0.032448711962573276,0.01561785361587106,0.038136577420723655,0.01959057737411175,0.006033414667903696,0.0073324375444270735,0.01982938783299336,0.010652817635743108,0.02113756623162195,0.01077258912718167,0.021355415621283947,0.006870729823423614,0.031863019227057025,0.01622355378462984,0.016587037467166055,0.014695826263696268,0.01671190648462186,0.01953295229500794,0.014646611612866175,0.02490180496821236,1
0.31830988618379014,0.05765226813191476,0.020992662933328035,0.0668198811806003,0.04459923825392634,0.036680564725386916,0.13368571850311192,0.08324648489430977,0.0226043772073239,0.04725357281029313,0.024759132305333605,0.0619032021130027,0.1071333326008622,0.07688214822643724,0.024642922955353908,0.040307646071398355,0.07267341972078538,0.02882527448513691,0.03512307279876828,0.04616088258004027,0.07840187096179228,0.047140335750527645,0.0336360426305952,0.042363821833336264,0.03396897329446901,2
0.318309886183791,0.1532604628875464,0.018588313287063788,0.06463631621820518,0.07265435029061765,0.016332704477570813,0.028627225150585828,0.019872360148098654,0.01112342431240415,0.03184373174241857,0.019334485948042962,0.020056292834364286,0.021711469529316692,0.03135031618032348,0.029790330734237883,0.017753274110740177,0.025620083131223884,0.039526777787038,0.008573210735752786,0.007387070314584272,0.022610811413922773,0.01898806154299655,0.012670622617998097,0.016009367847527572,0.01342130551009066,2
0.318309886183791,0.15088595896604892,0.03347939412266237,0.03535991793337564,0.045390002690663844,0.04507931152203981,0.029940402768876728,0.024581207380315752,0.0287739411500962,0.029243816083803064,0.03046221666390024,0.02662973369122648,0.039477496658510976,0.02893452986062343,0.02752775561485931,0.03564042868934233,0.008441156774003646,0.015632275686730566,0.01232520662046037,0.002200564899755525,0.014479438075028455,0.019382277063746133,0.018238143404587077,0.018890226527027314,0.01496815431789825,3
0.31830988618379125,0.061176574995821485,0.18210120813914685,0.20113919271395786,0.051627048475079255,0.11050947243439191,0.057437885589277746,0.10299872037225923,0.08134316886099567,0.09448014333254,0.030101818773921814,0.0691387520614679,0.021703923673589344,0.039302025678767276,0.07569780218049908,0.05354140734752574,0.021745143701602493,0.0009192722203177977,0.04768075207039558,0.021964348126595815,0.009529742818032939,0.007162297018995238,0.04336770177078628,0.02023094124576234,0.055761212719581274,1
0.3183098861837909,0.028974754815122853,0.03164647369905678,0.030256126407875394,0.026202911665113637,0.025751923475053565,0.002730615069118858,0.0074616651282931705,0.010109133524756243,0.005558073482172987,0.00785989024596876,0.014268054844088381,0.017313412935146596,0.0129185965717276,0.016716788746964015,0.0141665798645882,0.009822657678770132,0.00664433812028982,0.019803546608277916,0.022902384039025222,0.010772224374162975,0.007739484979908842,0.007757731466601904,0.0018892855813514874,0.001777977797437546,2
0.31830988618379047,0.06066243338982645,0.07693524628466412,0.045570558499156956,0.0490172289142427,0.041302525912154754,0.005096282923595438,0.015039821710591185,0.020004863285512937,0.03748046899178944,0.03883484278684877,0.012127578171110528,0.020624676892858695,0.01424718147955047,0.011306298327291046,0.012791916658170647,0.017122190671912858,0.014360752702039247,0.009441238153631645,0.0058731449707526435,0.01558575854333211,0.008027492522074537,0.005296947976267269,0.0042021251902891014,0.014962564122907222,3
0.3183098861837923,0.00310900994435702,0.008711391735021803,0.0063576474621900615,0.0021080891309354743,0.0012321138866857337,0.00029610832334984197,0.004810862345044621,0.00514128898768846,0.006804250273782396,0.004059687916027535,0.012769113805299897,0.008020965081299741,0.00579529105884221,0.006500561568870009,0.00688181594275554,0.00803246409919988,0.003482918346158512,0.015549744982568163,0.013054968854375059,0.005775272667981254,0.0072465686330088165,0.006796438096459809,0.009678806818022115,0.006367681630294837,3
0.31830988618379097,0.014884861493508598,0.015322229134710215,0.011858417497956832,0.027539317550598297,0.027108700404585285,0.013688348978299231,0.0009256096411202456,0.007274391738230789,0.0023384158317038667,0.014057727235303666,0.01854777965788676,0.007047695964425586,0.00874068101770587,0.013707165188323418,0.0028833405928025955,0.016630429673687056,0.026178473239834316,0.023448087751692822,0.01595545410854165,0.0041687111547505555,0.014680956405570834,0.014573336832847719,0.016974424408893504,0.01192319778817599,3
0.31830988618379086,0.10144486848011221,0.15134626583372301,0.10853437249328168,0.04291373849937726,0.020466017459111793,0.05864828041107253,0.040631654361742195,0.0377961312186751,0.09998085017110639,0.04376184467360651,0.04013588341798906,0.027501317786298964,0.02932784312562898,0.02219825153172953,0.024612961718798242,0.04568352446080211,0.040141388673587866,0.034585935299864985,0.033825308518853514,0.03949491875668935,0.044145672327595364,0.011234159237359707,0.001379812871798466,0.018268667637144888,2
0.31830988618379064,0.020365695866128245,0.005444358213966928,0.005598933051091696,0.000620839411754801,0.0026165074033486753,0.0004732410220007743,0.007007439046038145,0.015982524096945838,0.010937777294965962,0.0007099582611608163,0.004259574673170584,0.005779636033502964,0.0042143224632117835,0.01740100333109254,0.007531706712804314,0.008619123113204761,0.0019519506197551142,0.001775009413927341,0.01316446057707399,0.004063970873290834,0.009623441847317494,0.021646174231174018,0.007596989463497156,0.005861217104883812,2
0.31830988618378936,0.0036011916491625454,0.0009971682604409528,0.0026315098793704824,0.006412896466078087,0.0021200504729201037,0.0018674156240010408,0.003883890409197341,0.004136974880314078,0.010887293990801752,0.0037921008962201967,0.0110712076444724,0.001642753706829,0.005925413969842814,0.0052987088687084394,0.004930633687221481,0.014685394633934964,0.005421659889284035,0.01571008410420363,0.018463160842162943,0.0002162977029598315,0.007125446111278265,0.005677459119479584,0.007801427997867727,0.005570743532004934,1
0.3183098861837918,0.007378305145493426,0.004768655945500206,0.006574408410785323,0.0037049367333596745,0.008031167565533386,0.00025350537163012604,0.004596467539741378,0.004382268345995149,0.010082532851693842,0.011341361273332089,0.0077620850698291435,0.0005927144704765868,0.002105803602431818,0.0076006285428102715,0.005021990873381165,0.012213836378521165,0.01459682095108905,0.009765024445379215,0.0033956157613361277,0.003210951981139318,0.0021999806503106493,0.007424981897391037,0.0042497450521774725,0.006447235908645028,3
