zernike_0,zernike_1,zernike_2,zernike_3,zernike_4,zernike_5,zernike_6,zernike_7,zernike_8,zernike_9,zernike_10,zernike_11,zernike_12,zernike_13,zernike_14,zernike_15,zernike_16,zernike_17,zernike_18,zernike_19,zernike_20,zernike_21,zernike_22,zernike_23,zernike_24,etiqueta
0.31830988618379114,0.0461117895317234,0.059152217785947016,0.0053950264697190005,0.058403986393223944,0.08196319974111907,0.05115064117273765,0.020409165963383324,0.044035970494838254,0.10131868435587872,0.08641280770973103,0.12118596712738716,0.024192200487900946,0.005593836336013208,0.02213383428643691,0.057840294313477696,0.12618729427935205,0.05807169565836491,0.08042317196153155,0.1127552691001993,0.14077014823587686,0.0113392636950703,0.08317652980484326,0.07780249736119196,0.10180113950338053,2
0.3183098861837895,0.2550776701878081,0.10682331457759649,0.17570030103844922,0.038027709495584615,0.04170948883275528,0.06208066665177268,0.09166574944551165,0.054502159403627334,0.02877064168890303,0.0499874915708083,0.05387560649365578,0.04438714303617619,0.06444546866339246,0.02830657899554907,0.009653001790231298,0.02835895776638374,0.07770413398969388,0.059823363505851934,0.03924320976304248,0.030870010920906205,0.005191035289500404,0.042559647229806166,0.03088932045636285,0.023665359801566175,1
0.31830988618378997,0.045304362401698516,0.08379002085425154,0.05855854639708486,0.07980330891212997,0.11252918881358645,0.06191069947959127,0.012798106538572144,0.13333461123944404,0.022470599452169678,0.07579108155701614,0.03993590181303898,0.01858482292396476,0.01994468180606894,0.0645976789513089,0.04719370609921053,0.007809744304408819,0.01086414527912145,0.04062312481773927,0.09791740476220309,0.02883626817249173,0.007237196128960628,0.046437002386094106,0.004793119608190094,0.09743595347789819,3
0.31830988618379025,0.18030739907763116,0.03043100331477649,0.026108864096196765,0.1316269113958022,0.04911027419829507,0.0518896238061795,0.03085347938491778,0.041859261521125485,0.06955883567491174,0.06378721569922893,0.04537794541391882,0.05884731273299325,0.04443345770155101,0.08292017718912705,0.031123107490967795,0.03955734737495412,0.03808385517459245,0.014571725314706808,0.011066291407307291,0.054909833759485605,0.05177471848574918,0.05286587506610662,0.02862670826648211,0.03317938123340303,3
0.31830988618379075,0.08046044907551687,0.023726315814712344,0.018438360913808155,0.04906863382558133,0.06715841580916539,0.01214478843326443,0.01911810762823826,0.014652794410330629,0.03023060719203897,0.03813906625576617,0.0230331319527246,0.021981176351095158,0.010418134745108014,0.01944420650017916,0.010038021979385886,0.015098066359018674,0.03724306835742195,0.013189238822405747,0.005921627664903139,0.010676413634167782,0.0124756202016276,0.0018581634758473603,0.02061190602751316,0.011208398933097174,1
0.31830988618379075,0.07791676476576019,0.012964312683978163,0.006427484683439197,0.0419971031985934,0.041129054260004544,0.006611787062686724,0.0069280408337882154,0.012561103304785442,0.040372904590963536,0.04483647466294804,0.03377937466417325,0.009544556069087917,0.017716525543903346,0.029341766438956814,0.010487405989323325,0.026076353113278487,0.021441899308994584,0.014066841549828664,0.012653877718561432,0.000157967641898769,0.009879723068407818,0.02302301988108127,0.01600652973363161,0.004217702245309555,2
0.31830988618379025,0.044797863789918166,0.013488060820555429,0.005967791867021475,0.009966777505560373,0.006925084581303497,0.0040495497388724905,0.007632187356161233,0.0034503752247217324,0.007633642408729772,0.006950215628328338,0.010681731794285403,0.009280858330673653,0.0007502636040557079,0.007176714309138607,0.010709939737970168,0.015690134583772723,0.007631366906363699,0.025585412924592866,0.013267269420431303,0.008217691912536743,0.005288311983414193,0.007780400010001772,0.010407885676755215,0.012599032375910554,1
0.3183098861837898,0.1662598479824927,0.1239258756383673,0.1680340324780429,0.10178546275228881,0.15516158386455506,0.11189113814596345,0.12047438176333168,0.16525587777361445,0.04638187193634297,0.042682937777839054,0.07035152120733373,0.05188808480356976,0.03844339936620264,0.017657654052428917,0.02414504975849448,0.08390314588464036,0.05037252613847888,0.020509835728957277,0.013545740409047012,0.13732777156486664,0.11177150121908809,0.07654692661036984,0.05019466552760219,0.05272841942184294,1
0.31830988618379075,0.006166205616766395,0.009289159753058366,0.010770419723864024,0.00510174926436351,0.001993081100749412,0.009705340436909321,0.01172272842851324,0.015827653657666994,0.0016958174997401144,0.005997460501458582,0.0074551001331812135,0.0007752377175435811,0.005375418985264761,0.01843266856855783,0.006003210884019961,0.0034239373269755176,0.006544865737851505,0.005994760114780337,0.01672469724452052,9.843732801846738e-05,0.008866047846114796,0.02426010241940835,0.007644345255471861,0.0076537488204969405,3
0.31830988618379125,0.07036706028097504,0.016984580630681118,0.017387458885689395,0.027972551370024284,0.021000477823863557,0.01020395084079226,0.01856339422259683,0.004274612854162181,0.005682011573702782,0.017425058688253323,0.022350096908138065,0.021016804125871823,0.0026077842630843275,0.005007877517932843,0.012420316606052516,0.024877320944417195,0.016052364037926065,0.024111729770325892,0.006756986016236653,0.003752504395585399,0.007867631115746123,0.014679661573287924,0.011582383054262683,0.005293313337898241,1
